,SMILES,PKM2_inhibition,ERK2_inhibition
2250,Cn1nnnc1SCC(=O)Nc1ccc(Oc2ccc(Cl)cc2)cc1,0,0
2251,O=C(NC[C@H]1CCCO1)c1ccc(CS(=O)(=O)c2ccc(Br)cc2)o1,0,0
2252,Cc1ccc2c(c1)NC(=O)[C@@H](CC(=O)NCCC[NH+]1CCCC1)O2,0,1
2253,CN(c1ccccc1)S(=O)(=O)c1cccc(C(=O)N2CCN(c3ccccn3)CC2)c1,0,0
2254,COC(=O)C1=C(C)n2nnnc2N[C@@H]1c1ccc(Cl)cc1,0,1
2255,O=C(Cn1nnc(-c2ccccc2Cl)n1)N1CCN(S(=O)(=O)c2ccc(Cl)cc2)CC1,0,1
2256,O=C(CN1C[C@H](c2ccccc2)CC1=O)OCc1ccccc1F,0,0
2257,O=C(C[C@H]1SCCNC1=O)Nc1cccc(Cl)c1,0,0
2258,CCCn1c([C@@H](C)NC(=O)c2ccccc2)nc2ccccc21,0,0
2259,COc1ccc2cc3cc(C(=O)NCCC[NH+]4CCOCC4)oc3nc2c1,0,0
2260,CC([NH3+])=C(C#N)C(=O)COC(=O)[C@H](NS(=O)(=O)c1ccc(Cl)cc1)[C@@H](C)O,1,0
2261,Cc1sc2ncnc(OCC(=O)N3CCN(S(=O)(=O)c4ccccc4)CC3)c2c1C,0,1
2262,COc1ccccc1[C@H]1C=C(c2ccccc2)Nc2nnnn21,0,0
2263,Cc1ccc([C@@H](C(=O)NC2CCCCC2)N(C[C@H]2CCCO2)C(=O)CNC(=O)c2ccco2)cc1,0,0
2264,C[C@@H](Sc1ccccc1)C(=O)Nc1cccc(N(C)S(C)(=O)=O)c1,1,0
2265,COc1ccc(-c2cc(C(=O)N[C@@H](C(=O)[O-])C(C)C)c(C)o2)cc1OC,0,0
2266,CCOC(=O)N1CCC(NC(=O)CN2C(=O)COc3ccc(C(C)(C)C)cc32)CC1,0,1
2267,CCOC(=O)c1[nH]c(C)c(CN(CCc2ccc(OC)c(OC)c2)C(=O)CCCC(=O)[O-])c1C,0,0
2268,COCCOC(=O)C1=C([NH3+])OC2=C(C(=O)CCC2)[C@@H]1c1cccnc1,0,1
2269,CC(C)Oc1ccccc1[C@H]1CC(=O)Nc2cc3c(cc21)OCCO3,0,0
2270,CC(=O)/N=c1\sc2c3ccccc3ccc2n1C,0,1
2271,CCOC(=O)c1c(C[NH+]2CCN(C)CC2)oc2ccc(OC)cc12,0,1
2272,CCc1c(C)sc(NC(=O)CC#N)c1C#N,0,0
2273,O=C(COc1ccc(S(=O)(=O)N2CCOCC2)cc1)Nc1ccc(Cl)c(C(F)(F)F)c1,1,0
2274,CN(Cc1ccccc1)c1nc2c(c(=O)[nH]c(=O)n2C)n1Cc1ccccc1Cl,0,0
2275,CCN(CC)C(=O)CSc1nnc(-c2cnccn2)n1-c1ccc(C)cc1,0,0
2276,CC(=O)N1CCc2cc(Br)cc(S(=O)(=O)NC[C@H]3CCCO3)c21,0,1
2277,Cc1cccc(N2CC[NH+](CC(=O)NCC3CCCCC3)CC2)c1C,0,1
2278,CN(Cc1ccccc1)C(=O)CNC(=O)Cn1cnc2ccccc2c1=O,0,0
2279,CCCCN1C(=O)NC(=O)/C(=C/[NH2+][C@@H]2C[C@@H]3CC[C@@]2(C)C3(C)C)C1=O,0,0
2280,O=C(CN(C(=O)Cn1nnc(-c2ccc(F)cc2)n1)C1CCCC1)NC1CCCC1,0,1
2281,CCOC(=O)N1CCN(C(=O)CCCn2c(=S)[nH]c3ccccc3c2=O)CC1,0,1
2282,CCOc1cc(C(=O)Nc2ccc(S(=O)(=O)[N-]c3cc(C)on3)cc2)cc(OCC)c1OCC,0,0
2283,CCOC(=O)c1ccc(NC(=O)[C@@H](C)NS(=O)(=O)c2ccc(OC)cc2)cc1,0,0
2284,Cc1cccc(N2C(=O)C[C@@H]([NH+]3CCN(C(=O)c4ccccc4)CC3)C2=O)c1,0,0
2285,CCC1(CC)NC(=O)N(CC(=O)OCC(=O)Nc2cc(C)ccc2C)C1=O,0,0
2286,Cc1ccc(OCC(=O)Nc2ccc(S(=O)(=O)Nc3onc(C)c3C)cc2)cc1,0,0
2287,C=CC[N@@H+]1CC(=O)C(c2ccccc2)=C1N,0,0
2288,O=C([O-])Cn1c(-c2ccccc2)nc2ccccc21,0,1
2289,COc1cc(-c2noc(-c3cccc(Cl)c3)n2)cc(OC)c1OC,0,1
2290,COc1cc2c(C(=O)N3CC[NH+](C)CC3)c(C)oc2cc1Br,0,1
2291,NC(=[NH+]O)[C@H]1COc2ccccc2O1,0,1
2292,CCOC(=O)c1ccccc1NC(=O)CCNC(=O)Cn1cnc2ccccc2c1=O,0,1
2293,CCOC(=O)N1CCN(C(=O)Nc2ccc3nc(C)c(C)nc3c2)CC1,0,1
2294,COc1ccc(OC)c(S(=O)(=O)Nc2c(F)cccc2F)c1,0,1
2295,CCNS(=O)(=O)c1ccc(NC(=O)c2ccccc2OCC)cc1,1,0
2296,CCSc1sccc1[C@@H]1C(C#N)=C([NH3+])N(c2cccnc2)C2=C1C(=O)CCC2,0,0
2297,O=C(CSc1nn(-c2ccc(F)cc2)c(=S)s1)NC(=O)NCc1ccco1,0,0
2298,CCn1c(CNC(=O)COc2c(C)cccc2C)nnc1SCC(=O)Nc1nccs1,0,0
2299,Cc1ccc(C(=O)C2CC[NH+](CC(=O)Nc3ccc(N(C)C)cc3)CC2)cc1,0,0
2300,O=C([O-])CCc1nn2c3ccccc3nc2n(-c2ccccc2)c1=O,0,1
2301,Cc1ccc2nc(Cc3ccc(N)cc3)oc2c1,0,0
2302,Cc1ccc(CNC(=O)c2nnn(-c3cccc(C)c3)c2N)cc1,0,0
2303,O=C(CCc1ccccc1)Nc1ccc(NC(=O)c2ccco2)cc1,0,0
2304,Cc1occc1C(=O)N[C@H](C)CCc1ccccc1,0,0
2305,CCOC(=O)C1CCN(C(=O)CCn2c(=O)[nH]c3ccccc3c2=O)CC1,0,1
2306,COc1ccc(-c2nc3c(n2O)CCC/C3=N\O)cc1,0,1
2307,Cc1noc(C)c1C(=O)Nc1nc(C23CC4CC(CC(C4)C2)C3)cs1,0,1
2308,CCOC(=O)N(Cc1ccccc1)[C@H](C(=O)[O-])[C@@H](C(=O)[O-])N(Cc1ccccc1)C(=O)OCC,0,0
2309,COc1ccc(S(=O)(=O)Nc2cc(C)ccn2)cc1OC,0,0
2310,COC(=O)c1cccc(N2C(=O)c3cccnc3C2=O)c1,0,1
2311,CCSc1nnc(NC(=O)CSc2nnc(Cc3cccn3C)n2CCc2ccccc2)s1,0,0
2312,O=C(COc1ccc(Cl)cc1)NCc1nnc(SCC(=O)NCCc2ccccc2)o1,0,0
2313,O=C(c1nsc(Cl)c1Cl)N1CCCCC1,0,1
2314,COc1ccc(CC(=O)c2ccccc2C(=O)[O-])cc1,0,0
2315,COc1c(Br)cc(Br)cc1C(=O)[O-],0,0
2316,CC1(C)CC(NC(=O)CCc2ccccc2)CC(C)(C)[NH2+]1,0,0
2317,C/C(Cl)=C\Cn1c(N2CCCC2)nc2c1c(=O)[nH]c(=O)n2C,0,1
2318,Cc1n[nH]c(SCC(=O)NCc2cccs2)nc1=O,0,0
2319,Cc1ccccc1NC(=O)c1nc[nH]c1C(=O)NCc1ccccc1,0,0
2320,CC(=O)Nc1ccc(N(C(=O)c2cnccn2)[C@H](C(=O)NC2CCCCC2)c2ccc(O)cc2)cc1,0,0
2321,CC1=C(C(=O)OC[C@H]2CCCO2)[C@@H](c2ccncc2)C2=C(CC(C)(C)CC2=O)N1,0,0
2322,N#CC1=C([NH3+])SC([NH3+])=C(C#N)C1c1c(Cl)cccc1Cl,0,1
2323,Cc1nn(-c2ccccc2)c2sc(C(=O)OCN3C(=O)c4ccccc4C3=O)cc12,0,1
2324,CC(C)NC(=O)[C@@]1(O)c2ccccc2NC(=O)N1c1ccc(Cl)c(Cl)c1,0,1
2325,Cc1noc(C)c1CSc1nnc(-c2cc(Cl)ccc2Cl)n1N,0,1
2326,COC(=O)C1=C(C)N(c2ccc(OC)c(OC)c2)C(=O)C1,0,1
2327,Cc1ccccc1NC(=O)CCC(=O)OCCCC(F)(F)C(F)(F)F,1,1
2328,COc1cc([C@H]2NC(=O)NC(c3ccccc3)=C2C(C)=O)ccc1OCC(=O)[O-],0,1
2329,Cc1ccccc1-c1nnc(SCC(=O)Nc2ccc3c(c2)OCCO3)n1N,0,0
2330,CCn1c(C)c(C(=O)[O-])c2cc(OC)ccc21,0,1
2331,C=CCOc1ccc([C@@H]2C(C(=O)c3ccco3)=C(O)C(=O)N2CCC[NH+](CC)CC)cc1,0,0
2332,COc1ccccc1-c1c(C)nn2c(C)cc(C)nc12,0,1
2333,C=CCNC(=O)c1c(N)n(-c2cccc(S(N)(=O)=O)c2)c2nc3ccccc3nc12,0,1
2334,CC(C)n1cc(/C=C(\C#N)S(=O)(=O)c2ccccc2)c2ccccc21,0,0
2335,CCn1nnnc1SCC(=O)NCc1cccs1,0,0
2336,O=C(Nc1cccnc1)c1cnc2ccccc2n1,0,0
2337,Cc1ccc(NC(=O)c2cc(-c3ccco3)on2)cc1,0,0
2338,CCCOc1ccc(C(=O)NCc2cccnc2)cc1,0,0
2339,COc1cc(NS(=O)(=O)c2ccc(Cl)cc2)c(OC)cc1NC(=O)c1ccco1,0,0
2340,CCOc1ccc(-n2cnnn2)cc1S(=O)(=O)NCCc1ccc(OC)c(OC)c1,1,0
2341,COc1ccc(C2=Nn3c(nnc3-c3ccc(OC)cc3)SC2)cc1,0,0
2342,Cc1ccc2oc(=O)n(CCOc3ccccc3Cl)c2c1,0,1
2343,CCOc1ccccc1C(=O)NCc1ccc2c(c1)OCO2,0,0
2344,COC(=O)c1nc(NC(=O)C(C)C)n[nH]1,0,0
2345,O=C(Cc1ccccn1)Nc1ccccc1,0,0
2346,Cc1cccc(C(=O)N2CCN(C(=O)c3cccc(C)c3)[C@H](C)C2)c1,0,0
2347,Cn1cccc1C[NH2+]CCc1ccccc1F,0,1
2348,COc1ccccc1C(=O)NCCNC(=O)c1ccco1,0,0
2349,c1csc(CSc2nnc3sc4ccccc4n23)c1,0,1
2350,CCOc1ccc(N2C(=O)c3cccnc3[C@@H]2Nc2ccc(Cl)cc2)cc1,0,0
2351,COc1ccccc1NC(=O)C1=C(C)Nc2ncnn2[C@@H]1c1ccc(C)o1,0,0
2352,CCOc1ccc2nc(O)c(CN(C[C@H]3CCC[N@H+]3CC)C(=O)NCc3ccccc3)cc2c1,0,0
2353,CC(=O)c1ccc(CCCC(=O)[O-])cc1,0,0
2354,CC(C)c1cc(C(=O)Nc2cccnc2)no1,0,0
2355,N#CCSc1nnc(-c2ccc(S(=O)(=O)N3CCOCC3)cc2)n1C[C@H]1CCCO1,0,0
2356,FC(F)(F)c1nnc2sc(-c3ccncc3)nn12,0,1
2357,CC(=O)Nc1ccc(SCC(=O)OCC(=O)NC(=O)NCc2ccco2)cc1,0,0
2358,COC(=O)[C@@H]1C[C@H]2CC[C@H](O)C[C@H]2[N@@H+]1Cc1ccc(Cl)cc1,0,1
2359,Cc1n[nH]c(SCc2cnc(-c3ccccc3)o2)nc1=O,0,0
2360,O=C(Nc1ccc(Cl)c(Cl)c1)OCc1cccnc1,0,0
2361,O=P(c1ccccc1)(c1ccccc1)[C@@H](O)c1ccncc1,0,0
2362,CC[n+]1cc(-c2ccccc2)nc(N2CCOCC2)n1,0,0
2363,C[C@@]12C[N@@]3C[C@@](c4ccccc4)(C[N@H+](C1)C31CCCCC1)C2=O,0,1
2364,CN(CC(=O)NCc1ccc(F)cc1)S(=O)(=O)c1cccc2nsnc12,0,0
2365,CC[NH+](CC)CCOc1nc(C)nc2c1oc1ccccc12,0,0
2366,CCOC(=O)[C@@H](NC(C)=O)[C@@H](OC(C)=O)c1cccc(N(CCO)CCO)c1,0,0
2367,C[C@H](Cc1ccccc1)C(=O)N1CC[NH+](C)CC1,0,1
2368,COC(=O)[C@]1(C)Nc2ccccc2C(=O)N1c1ccccc1C,0,1
2369,CN1C(=O)c2ccccc2[C@@H](C(=O)NCCCN2CCCC2=O)[C@H]1c1c[nH]c2ccccc12,0,0
2370,O=C([O-])[C@@H]1CCCN1c1ncnc2c1oc1ccccc12,0,1
2371,Cn1c(C[NH+]2CCCC2)nc2cc(NS(=O)(=O)c3ccccc3)ccc21,0,1
2372,CCOC(=O)c1cc(C(=O)c2cc(F)ccc2O)coc1=N,0,0
2373,CC[N@@H+]1CCc2nc(SCC(=O)Nc3ccc(OC)cc3)c(C#N)cc2C1,0,0
2374,O=C(NC1CCCC1)[C@@H]1CC(c2ccc(F)cc2)=NO1,0,0
2375,COc1ccccc1CN(CC(=O)NCc1ccco1)C(=O)CNS(=O)(=O)c1ccc(C)cc1,0,0
2376,COc1cc(-c2noc(-c3ccco3)n2)cc(OC)c1OC,0,1
2377,O=C(c1cc(Cl)ccc1Cl)N1CCOCC1,0,0
2378,COc1cc(C(=O)NCCc2ccc3c(c2)OCCO3)ccc1OCC(=O)N1CCOCC1,0,1
2379,COc1ccc(CCNC(=O)CSc2nncn2N)cc1OC,0,0
2380,CC(=O)Nc1ccc(S(=O)(=O)N2CCN(C(=O)N3CCOCC3)CC2)cc1,0,1
2381,COc1ccc(CC(=O)Nc2ccc3c(c2)OCO3)cc1S(=O)(=O)N1CCOCC1,0,0
2382,Cc1cccc(OCc2nc(C#N)c(N3C[C@H](C)C[C@@H](C)C3)o2)c1,0,0
2383,Cn1c(=O)cc(OCC(=O)NCCC[N@@H+](C)Cc2ccccc2)c2ccccc21,0,0
2384,COc1ccc(-c2noc(CSc3nc(=O)c(-c4ccccc4)c(N)[nH]3)n2)cc1,0,0
2385,O=C(Nc1ccc(-n2cnnn2)cc1)C1CCC1,0,0
2386,C[C@@H]1c2[nH]c3ccccc3c2CCN1C(=O)Nc1ccccc1,0,1
2387,CCCNC(=O)CN(C)C(=O)c1n[nH]c2ccccc12,1,0
2388,O=C(CC[C@@H]1COc2ccccc2O1)NCc1ccco1,0,0
2389,CCn1c(SCC(=O)Nc2cc(NC(C)=O)ccc2OC)nnc1-c1ccccn1,1,0
2390,COc1cc(NC(=O)c2ccco2)c(OC)cc1NC(=O)CCC(=O)Nc1cc(C)ccc1C,0,0
2391,NC(=O)N[C@H](Cc1ccccc1)C(=O)NCC1([NH+]2CCCCC2)CCCCC1,0,1
2392,Cc1cc(NC(=O)c2cc(-c3ccccn3)nc3ccccc23)no1,0,0
2393,CCOC(=O)c1ccc(NC(=O)c2cccc(S(=O)(=O)N3CCOCC3)c2)cc1,0,0
2394,C=CC/N=C(/NC#N)SCC(=O)NC(C)(C)C,1,0
2395,Nc1c(C(=O)NCC[NH+]2CCOCC2)c2nc3ccccc3nc2n1CCc1ccccc1F,0,0
2396,CN(C)C=[NH+]CCn1c(N2CCOCC2)nc2c1c(=O)n(C)c(=O)n2C,0,1
2397,CCCCNC(=O)CCCn1c(=O)c2ccccc2n(CC(=O)NCCC2=CCCCC2)c1=O,0,1
2398,CCCCCCn1c(=O)c(-c2nc(O)c3ccccc3n2)c([O-])c2ccccc21,0,0
2399,CCOC(=O)N1CCN(C(=O)CSc2nnc(Cc3cccn3C)n2CCc2ccccc2)CC1,0,1
2400,[S-]c1nc(C2CC2)nc2ccccc12,0,0
2401,N#C[C@H](C(=O)NCCc1ccccc1)c1nc2ccccc2nc1N1CCCCC1,0,0
2402,CCCC(=O)N1CCN(c2ccc(NC(=O)c3ccccc3)cc2)CC1,0,0
2403,COc1ccc(S(=O)(=O)N2CCN(S(=O)(=O)c3ccc4c(c3)OCCO4)CC2)cc1,0,1
2404,O=C([O-])c1cc(NCc2ccc3c(c2)OCO3)ccc1N1CCOCC1,0,0
2405,COc1cc([C@H](c2nnnn2C(C)(C)C)[NH+]2CCN(c3nc4ccccc4s3)CC2)ccc1O,0,0
2406,N#C/C(=C(/[NH3+])Sc1ccc(N)cc1)c1ccccc1C(F)(F)F,0,0
2407,CNC(=O)c1ccc(N(Cc2ccccc2C)S(C)(=O)=O)cc1,0,0
2408,COc1cc(-c2nc(-c3ccccn3)no2)cc(OC)c1OC,0,1
2409,CC[C@@H]1CCCCN1C(=O)Cn1c(=O)oc2ccccc21,0,0
2410,Nc1nc(C[NH+]2CCN(c3cccc(Cl)c3)CC2)nc(N2CCCc3ccccc32)n1,0,0
2411,CCN1C(=O)[C@@H](Cc2nc3ccccc3c(=O)n2C)c2ccccc21,0,1
2412,CCNC(=O)NC(=O)CSc1ccc(NC(C)=O)cc1,0,0
2413,C[C@@H]1CN(C(=O)CSc2nnc(-c3ccncc3)n2-c2ccccc2)C[C@@H](C)O1,0,0
2414,COc1ccc(CCCc2nnc(SCC(=O)Nc3ncc(C)s3)o2)cc1,0,0
2415,COCCNC(=O)CSc1nc2cc(OC)c(OC)cc2c(=O)n1Cc1ccc(OC)cc1,0,1
2416,CCCCNC(=O)c1c(N)n(/N=C/c2ccccn2)c2nc3ccccc3nc12,0,0
2417,CCSC1(SCC)[NH+]=C(N)[C@]2(C#N)[C@@H](c3ccc(OC)c(OC)c3OC)[C@]12C#N,0,1
2418,COC(=O)Cc1c(C)c2ccc(OCC(=O)NCc3ccc4c(c3)OCO4)cc2oc1=O,0,1
2419,O=C(c1cccs1)N1CCC(c2nc3n(Cc4ccccc4)[nH]nc-3c(=O)n2)CC1,0,0
2420,Cc1ccc2cc3c(NC(=O)c4ccco4)nn(C)c3nc2c1,0,1
2421,CCOc1ccc2nc(NCCNC(=O)Nc3cccc(C)c3)c(C#N)cc2c1,0,0
2422,O=S(=O)(NCCc1ccccn1)c1ccc(F)c(F)c1,0,0
2423,O=C(c1cc(-n2cnnc2)ccc1Cl)N1CCN(c2nc(-c3ccccc3)cs2)CC1,0,0
2424,CCC(=O)N1CCc2cc(S(=O)(=O)NCC[N@@H+]3CCCC[C@H]3CC)ccc21,1,1
2425,O=C(CN(c1ccc(F)cc1)S(=O)(=O)c1ccc2c(c1)OCCO2)NCc1ccccn1,0,0
2426,CCCCCCNS(=O)(=O)c1ccc(Cl)s1,0,0
2427,O=C1C[C@H](C(=O)Nc2ccccc2)NC(N2CCCCC2)=[NH+]1,0,0
2428,O=C(Cn1cc2c(n1)CCCC2)NCc1cccc(Cl)c1,0,0
2429,O=C([O-])CCn1c(C2CCCCC2)nc2ccccc21,0,1
2430,CCOc1ccc(OCC)c(NC(=O)C2CCN(c3nn4c(=O)cc(C)nc4s3)CC2)c1,0,1
2431,CN(C)S(=O)(=O)c1ccc(C(=O)Nc2ccccc2C(=O)[O-])cc1,0,0
2432,O=C1C[C@@H]([NH+]2CCSCC2)C(=O)N1CCc1ccccc1,0,0
2433,COc1ccccc1CNC(=O)[C@@H](CCSC)NS(=O)(=O)c1ccc2c(c1)oc(=O)n2C,0,1
2434,Cc1ccc2nsnc2c1S(=O)(=O)N1CCN=C1Cc1ccccc1,0,1
2435,COCCn1c(SCC(=O)c2ccc3c(c2)OCCO3)nnc1-c1ccco1,0,0
2436,COc1ccc2nc3nc(SCc4nnc(-c5ccccc5)o4)n[nH]c-3c2c1,0,0
2437,COc1ccc(CCC(=O)N2C[C@@H](C)O[C@H](C)C2)cc1,0,0
2438,Cc1ccc2nc(NC(=O)C3CCN(S(=O)(=O)c4cccs4)CC3)sc2c1,0,1
2439,COc1ccc(OC)c(C(=O)COC(=O)c2ccccc2O)c1,0,0
2440,COc1cc([C@H]2NC(=O)NC(C)=C2C(=O)OC(C)(C)C)ccc1OCC(N)=O,0,0
2441,CCC(=O)Nc1ccc(-c2nnc(SCC(=O)Nc3nccs3)n2C)cc1,0,0
2442,CCS(=O)(=O)N1CCC(C(=O)NCCC[NH+]2CCCCCC2)CC1,0,0
2443,CC(=O)N[C@H](N1CCCCC1)C(F)(F)C(F)(F)C(F)(F)C(F)F,1,1
2444,CC[C@](C)(C(=O)NC1CCCC1)N(C(=O)c1cnccn1)c1c(C)n(C)n(-c2ccccc2)c1=O,0,0
2445,COc1ccc(C(=O)CSc2nnc(-c3ccccc3)o2)cc1,0,0
2446,Cn1c(C[NH+]2CCOCC2)nc2cc(NC(=O)c3ccc(F)cc3)ccc21,0,0
2447,CCOC(=O)C1CCN(C(=O)c2cccc(NC(=O)C(CC)CC)c2)CC1,0,0
2448,CCCCCOC(=O)c1[nH]c2c(c1C)C(=O)[C@H](C(=O)OC)[C@H](C)C2,0,1
2449,CCOC(=O)C1CCN(C(=O)Nc2ccc(Cl)cc2Cl)CC1,1,1
2450,Cc1cc(C2C(C#N)=C([NH3+])SC([NH3+])=C2C#N)c(C)s1,0,1
2451,Cc1cc(S(=O)(=O)NC2CCCC2)ccc1F,0,0
2452,COCCNC(=O)CN(C(=O)Cn1nnc2ccccc21)c1ccccc1,0,0
2453,O=C(Cn1nnc2c(cnn2-c2ccccc2)c1=O)N1CCN(c2ccccc2F)CC1,0,0
2454,COc1ccc(N2CCCn3c2nc2c3c(=O)n(CC[NH+]3CCOCC3)c(=O)n2C)cc1,0,1
2455,O[C@@H](COc1ccc(Cl)c2ccccc12)C[NH+]1CCN(c2ccccn2)CC1,0,0
2456,Brc1ccc(C2=Nn3c(nnc3-c3cccnc3)SC2)s1,0,0
2457,COc1cc(OC)cc(C(C)=O)c1,0,1
2458,CC[N@@H+]1CCC[C@@H]1CNC(=O)Cn1cnc2sc(C)c(S(=O)(=O)N3CCC(C)CC3)c2c1=O,0,1
2459,CCC(CC)C(=O)Nc1cccc(C(=O)N2CCOCC2)c1,0,0
2460,N#Cc1c(N)n(CCNC(=O)Nc2ccccc2)c2nc3ccccc3nc12,0,0
2461,O=S(=O)(Cc1ccccc1)N1CC[NH+](C/C=C/c2ccccc2)CC1,0,0
2462,CCOC(=O)[C@](O)(NC(=O)c1cccnc1)C(F)(F)F,1,0
2463,O=C(Nc1ccc(N2CCOCC2)c(Cl)c1)c1cccnc1,0,0
2464,Cc1nc(NC[C@H]2CCCO2)c2nnn(Cc3ccccc3Cl)c2n1,0,0
2465,CCOc1ccccc1NC(=O)CSc1nnc(-c2cnccn2)n1C,1,0
2466,C[NH+](C)CCNC(=O)Cn1nc(-c2ccc(Cl)cc2)ccc1=O,0,0
2467,COCCn1nnnc1[C@@H](c1ccccc1OC)[NH+]1CCN(c2ccccc2F)CC1,0,1
2468,CCOC(=O)N1CCN(C(=O)CSCC(=O)Nc2nc(-c3ccc4c(c3)OCO4)cs2)CC1,0,1
2469,O=C(NCc1csc(-c2ccccc2)n1)c1ccco1,0,0
2470,CCOC(=O)[C@H]1CCC[N@@H+](Cc2ccccc2OCC)C1,0,1
2471,Cc1cc(N2CCC(C(=O)N3CCN(c4cccc(C)c4C)CC3)CC2)n2ncnc2n1,0,0
2472,Cc1cccc(NC(=O)[C@H]2CCCN2S(=O)(=O)c2cccc3cccnc23)c1,0,0
2473,Cc1ccccc1N1CC[NH+](Cc2cccc(C(=O)[O-])c2)CC1,0,0
2474,Cc1cc(Cl)cc(Br)c1OCCCCn1cncn1,0,1
2475,Cc1cc(C)n(-c2nc3sc4c(c3c3nnc(SCC(N)=O)n23)CC(C)(C)OC4)n1,0,1
2476,COc1ccc(CCNC(=O)c2ccc(C/N=c3\c(N4CCOCC4)c([O-])c3=O)cc2)cc1OC,0,1
2477,CCOC(=O)N1CCN(c2nc3c(c(=O)[nH]c(=O)n3C)n2Cc2ccccc2Cl)CC1,0,1
2478,CCOC(=O)c1cnn(-c2nc(-c3ccccc3)nc3c2COC(C)(C)C3)c1N,0,0
2479,COc1ccccc1N(CC(=O)Nc1c(C)cccc1C)S(C)(=O)=O,0,0
2480,COCCNC(=O)c1noc2c1CCc1cc(OC)ccc1-2,0,1
2481,COc1cccc(-c2nnc(SCC(=O)OC(C)C)n2Cc2ccco2)c1,0,0
2482,CCSc1ccccc1C(=O)n1nnc2ccccc21,0,0
2483,Cc1ccc(CCNC(=O)[C@H]2CCC(=O)N2Cc2cccnc2)cc1,0,0
2484,CCOc1cccc(N2C(=O)CC(=O)NC2=O)c1,0,0
2485,COc1cccc(N(C(C)=O)c2nc(C)cc(C)c2C#N)c1,0,0
2486,COc1ccc(N(Cc2cc(=O)[nH]c3ccccc23)C(=O)c2ccco2)cc1,0,0
2487,Cn1c(=O)c(C(=O)COC(=O)c2cc(-c3ccccc3)nc3ccccc23)c(N)n(Cc2ccccc2)c1=O,0,0
2488,CCOC(=O)c1cc(-c2ccccc2)n(CC(=O)N2CCCC2)c1C,0,0
2489,O=C(c1ccc(F)cc1)N1[C@@H]2CC[C@H]1CC(O)(c1ccccc1F)C2,0,0
2490,COC(=O)c1ccc(NC(=O)CN2C(=O)CSC2=O)cc1,0,0
2491,CCOC(=O)N1CCN(C(=O)C[C@H](C(=O)N2CCc3ccccc32)n2ccnc2)CC1,0,1
2492,COc1ccc(-c2nnc(SCC(=O)Nc3ncc(C)s3)n2-c2ccccc2)cc1OC,0,0
2493,O=C1c2ccccc2C(=O)N1OCCOCCOCCON1C(=O)c2ccccc2C1=O,0,1
2494,COc1cccc(NC(=O)CSc2nc3nnc(C)c-3c(N)n2-c2cccc(OC)c2)c1,0,0
2495,Cc1ccc(CCNC(=O)C2CCN(S(=O)(=O)c3ccc4c(c3)CCC(=O)N4)CC2)cc1,0,0
2496,COc1ccc(Cn2nnnc2[C@H](c2cc3cccc(C)c3nc2O)[NH+]2CCOCC2)cc1,0,0
2497,CC(=O)N1CCc2cc(S(=O)(=O)Nc3cccc(C(F)(F)F)c3)ccc21,0,0
2498,CCOC(=O)c1[nH]c2ccc(F)cc2c1NC(=O)C[N@@H+]1CCc2cc(OC)c(OC)cc2C1,0,1
2499,Cc1noc(C)c1CSCC(=O)OCC(=O)Nc1sccc1C#N,0,0
2500,Cc1ccccc1Cn1nnc(C(=O)Nc2cccc(C)c2C)c1N,0,0
2501,COc1ccc(CCNC(=O)[C@@]2(C)CCC(=O)N2CCC(C)C)cc1OC,0,1
2502,O=C([O-])[C@@H]1Cc2ccccc2CN1C(=O)c1ccccc1,0,0
2503,c1ccc(OCc2nc(-c3ccccc3)no2)cc1,0,0
2504,O=C1c2ccccc2[C@H](Nc2ccc3c(c2)OCO3)N1Cc1ccco1,0,0
2505,Nc1nc(NC(=O)c2cccc(S(=O)(=O)N3CCCCCC3)c2)nc(-c2ccccc2)n1,0,0
2506,NC(=O)c1ccc(NC(=O)CCCc2nc(-c3ccccc3Cl)no2)cc1,0,0
2507,O=C(NCc1cccnc1)c1cc(-c2ccco2)on1,0,0
2508,O=c1n(CCC[NH+]2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,0,0
2509,O=C1Nc2ccccc2/C1=N\c1ccc(-c2nnc3n2CCCCC3)cc1,0,0
2510,CC(=O)Nc1ccc(-c2nc3c(C)cccc3[nH]2)cc1,0,0
2511,Cc1ccc(NC(=O)Cn2cccc2)c(Br)c1,0,0
2512,Cc1nc(Nc2ccc3c(c2)OCCO3)c2oc3ccccc3c2n1,0,1
2513,O=C(c1cc(-c2ccncc2)nc2ccccc12)N1CCN(c2ccc(N3CCOCC3)nn2)CC1,0,0
2514,COc1ccc2c(c1)CCc1c(C(=O)N3CCc4ccccc4C3)noc1-2,0,1
2515,CCOc1ccccc1[C@H]1CC(=O)Nc2cc3c(cc21)OCCO3,0,0
2516,COC(=O)N1CCN(c2ccc(OC)cc2)CC1,0,1
2517,Cc1ccc(/C=c2/sc3nnc(-c4ccccc4Cl)n3c2=O)o1,0,0
2518,CCOc1ncccc1C(=O)OCC(=O)Nc1ncc(C(F)(F)F)cc1Cl,0,1
2519,CC(C)CNC(=O)c1ccccc1NC(=O)c1ccc(C[NH+]2CCOCC2)cc1,0,0
2520,Cc1cc(C(F)(F)F)nn1Cc1ccc(C(=O)NCc2ccco2)o1,0,0
