,mqn_1,mqn_2,mqn_3,mqn_4,mqn_6,mqn_8,mqn_9,mqn_10,mqn_11,mqn_13,mqn_14,mqn_15,mqn_16,mqn_17,mqn_20,mqn_22,mqn_24,mqn_25,mqn_26,mqn_28,mqn_29,mqn_30,mqn_31,mqn_32,mqn_34,mqn_35,mqn_36,mqn_37,mqn_41
2396,16,0,0,0,0,2,5,2,1,9,3,0,11,5,13,1,0,1,6,1,0,6,9,0,0,1,2,0,2
2397,26,0,0,0,0,2,2,4,0,15,4,0,11,6,12,2,0,0,5,2,0,9,7,0,0,0,3,0,2
2398,23,0,0,0,0,0,3,3,0,9,1,0,11,11,10,1,1,0,4,0,0,10,10,0,0,0,4,0,4
2399,25,0,0,0,1,0,6,3,0,14,2,0,14,8,12,0,0,0,4,2,0,14,8,0,0,2,2,0,0
2400,11,0,0,0,1,0,2,0,0,2,0,0,9,5,2,0,1,0,1,0,0,8,5,0,0,0,2,0,2
2401,24,0,0,0,0,2,3,1,0,8,1,1,15,8,7,1,0,0,2,2,0,16,6,0,0,0,4,0,2
2402,21,0,0,0,0,1,2,2,0,8,2,0,12,6,7,1,0,0,3,2,0,13,5,0,0,0,3,0,0
2403,19,0,0,0,2,0,2,5,2,6,4,0,17,6,16,0,0,0,5,0,2,15,7,0,0,0,4,0,2
2404,19,0,0,0,0,1,1,2,3,6,1,0,16,6,13,1,1,0,2,1,0,14,7,0,0,1,3,0,2
2405,24,0,0,0,1,0,7,2,0,11,0,0,17,10,11,2,0,1,5,1,1,16,10,0,0,2,3,0,2
2406,16,3,0,0,1,3,0,0,0,10,1,1,6,6,3,5,0,1,6,2,1,8,4,0,0,0,2,0,0
2407,17,0,0,0,1,2,0,3,0,9,3,0,6,6,8,1,0,0,6,2,1,8,4,0,0,0,2,0,0
2408,16,0,0,0,0,0,3,3,1,8,0,0,9,8,11,0,0,0,3,0,0,10,7,0,0,1,2,0,0
2409,16,0,0,0,0,0,2,2,1,5,2,0,11,5,8,0,0,0,3,1,0,9,6,0,0,1,2,0,2
2410,23,0,1,0,0,1,6,0,0,6,0,0,20,9,7,3,0,1,2,0,0,18,10,0,0,0,5,0,2
2411,20,0,0,0,0,0,3,2,0,5,2,0,13,8,7,0,0,0,4,0,0,9,10,0,0,1,3,0,4
2412,13,0,0,0,1,3,0,3,0,11,3,0,3,3,9,3,0,0,5,3,0,4,2,0,0,0,1,0,0
2413,21,0,0,0,1,0,5,1,1,8,1,0,15,8,9,0,0,0,3,1,0,15,8,0,0,1,3,0,0
2414,18,0,0,0,2,1,3,2,1,12,1,0,8,8,10,1,0,0,3,1,0,10,6,0,0,2,1,0,0
2415,23,0,0,0,1,1,2,6,0,16,2,0,9,8,15,1,0,0,6,1,0,7,9,0,0,0,3,0,2
2416,21,0,0,0,0,3,4,1,0,9,2,0,11,10,9,3,0,0,3,1,0,11,8,0,0,1,3,0,4
2417,20,0,0,0,2,3,1,3,0,16,0,2,9,4,10,3,0,1,8,0,0,3,6,3,0,1,1,0,2
2418,23,0,0,0,0,1,0,5,3,11,3,0,13,8,17,1,0,0,5,2,0,10,9,0,0,1,3,0,4
2419,21,0,0,0,1,0,6,2,0,5,2,0,17,10,10,1,0,0,2,1,0,17,9,0,0,2,3,0,2
2420,17,0,0,0,0,1,3,1,1,5,1,0,10,10,8,1,0,0,3,1,0,10,8,0,0,2,2,0,4
2421,22,0,0,0,0,4,1,2,0,12,1,1,9,8,9,3,0,0,4,1,0,9,7,0,0,0,3,0,2
2422,13,2,0,0,1,1,1,2,0,7,2,0,6,6,6,1,0,0,4,0,1,8,4,0,0,0,2,0,0
2423,22,0,1,0,1,0,6,1,0,6,1,0,17,11,8,0,0,0,2,1,0,19,9,0,0,2,3,0,0
2424,20,0,0,0,1,1,2,3,0,10,3,0,13,3,9,2,0,1,5,1,1,9,6,0,0,1,2,0,2
2425,22,1,0,0,1,2,1,3,2,9,3,0,14,9,13,1,0,0,4,2,1,16,6,0,0,0,4,0,2
2426,10,0,1,0,2,1,0,2,0,9,2,0,3,2,5,1,0,0,4,0,1,3,2,0,0,1,0,0,0
2427,16,0,0,0,0,1,3,2,0,4,2,0,14,4,8,3,0,1,2,1,0,13,5,0,0,0,3,0,0
2428,16,0,1,0,0,1,2,1,0,6,1,0,11,5,5,1,0,0,2,1,0,10,5,0,0,1,2,0,2
2429,16,0,0,0,0,0,2,2,0,5,1,0,11,5,7,0,1,0,2,1,0,10,5,0,0,1,2,0,2
2430,22,0,0,0,1,1,4,4,0,11,2,0,14,8,13,1,0,0,5,1,0,11,10,0,0,1,3,0,2
2431,16,0,0,0,1,2,0,5,0,9,4,0,6,6,13,1,1,0,7,3,1,8,4,0,0,0,2,0,0
2432,16,0,0,0,1,0,2,2,0,4,2,0,14,3,6,1,0,1,2,0,0,11,6,0,0,1,2,0,0
2433,21,0,0,0,2,2,1,5,1,14,4,0,8,8,15,2,0,0,7,2,1,8,7,0,0,1,2,0,2
2434,17,0,0,0,2,0,4,2,0,5,2,0,12,9,8,0,0,0,3,0,1,13,7,0,0,2,2,0,2
2435,19,0,0,0,1,0,3,2,3,9,1,0,13,8,13,0,0,0,2,1,0,13,7,0,0,2,2,0,2
2436,19,0,0,0,1,0,6,1,1,6,0,0,14,12,10,1,0,0,1,0,0,15,9,0,0,2,3,0,4
2437,16,0,0,0,0,0,1,2,1,8,1,0,9,3,7,0,0,0,4,1,0,7,5,0,0,0,2,0,0
2438,18,0,0,0,3,1,2,3,0,6,3,0,14,7,9,1,0,0,4,1,1,13,7,0,0,2,2,0,2
2439,17,0,0,0,0,0,0,6,0,10,2,0,6,6,12,1,0,0,5,2,0,7,5,0,0,0,2,0,0
2440,19,0,0,0,0,1,2,6,0,14,3,0,8,4,15,4,0,0,9,2,1,5,7,0,0,0,2,0,0
2441,17,0,0,0,2,2,4,2,0,11,2,0,8,8,10,2,0,0,4,2,0,10,6,0,0,2,1,0,0
2442,17,0,0,0,1,1,2,3,0,9,3,0,13,0,9,2,0,1,4,1,1,10,3,0,0,0,1,1,0
2443,12,8,0,0,0,1,1,1,0,16,1,0,6,0,4,1,0,0,10,3,3,5,1,0,0,0,1,0,0
2444,26,0,0,0,0,2,4,3,0,13,3,0,14,8,12,1,0,0,7,3,1,14,8,0,0,2,2,0,0
2445,17,0,0,0,1,0,2,2,1,7,1,0,9,8,8,0,0,0,2,1,0,12,5,0,0,1,2,0,0
2446,20,1,0,0,0,1,3,1,1,7,1,0,14,8,8,2,0,1,3,1,0,13,8,0,0,1,3,0,2
2447,21,0,0,0,0,1,1,4,0,13,3,0,9,3,10,1,0,0,6,4,0,8,4,0,0,0,2,0,0
2448,18,0,0,0,0,0,1,5,0,12,3,0,8,2,11,1,0,0,7,2,0,2,7,0,0,1,1,0,2
2449,15,0,2,0,0,1,1,3,0,9,2,0,9,3,8,1,0,0,5,2,0,7,5,0,0,0,2,0,0
2450,13,0,0,0,2,4,0,0,0,7,0,2,7,4,4,6,0,2,6,0,0,3,8,0,0,1,1,0,0
2451,12,1,0,0,1,1,0,2,0,5,2,0,8,3,5,1,0,0,4,0,1,7,4,0,0,1,1,0,0
2452,19,0,0,0,0,2,3,3,0,11,2,0,8,8,11,1,0,0,3,3,0,11,4,0,0,1,2,0,2
2453,22,1,0,0,0,0,7,2,0,6,2,0,17,11,11,0,0,0,3,1,0,17,10,0,0,1,4,0,2
2454,22,0,0,0,0,0,6,3,1,7,2,0,19,8,14,1,0,1,4,0,0,13,12,0,0,1,4,0,4
2455,22,0,1,0,0,0,3,2,0,8,0,0,15,8,7,2,0,1,2,1,0,15,7,0,0,0,4,0,2
2456,13,0,0,1,2,0,5,0,0,3,0,0,12,9,5,0,0,0,1,0,0,13,7,0,0,2,2,0,2
2457,10,0,0,0,0,0,0,3,0,6,1,0,3,3,6,0,0,0,4,1,0,3,3,0,0,0,1,0,0
2458,22,0,0,0,2,1,4,4,0,11,4,0,16,5,13,2,0,1,7,1,1,10,10,0,0,2,2,0,2
2459,17,0,0,0,0,1,1,2,1,9,2,0,9,3,8,1,0,0,4,3,0,9,3,0,0,0,2,0,0
2460,20,0,0,0,0,4,3,1,0,8,1,1,11,10,9,4,0,0,3,1,0,11,8,0,0,1,3,0,4
2461,20,0,0,0,1,0,2,2,0,6,3,0,12,6,6,1,0,1,2,0,1,14,4,0,0,0,3,0,0
2462,11,3,0,0,0,1,1,4,0,12,2,0,3,3,10,2,0,0,7,2,2,5,1,0,0,0,1,0,0
2463,16,0,1,0,0,1,2,1,1,5,1,0,12,6,7,1,0,0,2,1,0,13,5,0,0,0,3,0,0
2464,17,0,1,0,0,1,5,0,1,7,0,0,13,8,8,1,0,0,2,0,0,12,8,0,0,2,2,0,2
2465,17,0,0,0,1,1,5,2,0,10,1,0,9,8,10,1,0,0,3,1,0,11,6,0,0,1,2,0,0
2466,16,0,1,0,0,2,2,2,0,10,2,0,6,6,8,2,0,1,5,2,0,7,5,0,0,0,2,0,0
2467,22,1,0,0,0,0,6,2,0,11,0,0,15,8,10,1,0,1,3,1,0,15,8,0,0,1,3,0,0
2468,21,0,0,0,2,1,3,4,2,12,3,0,16,5,16,1,0,0,4,3,0,13,7,0,0,2,2,0,2
2469,15,0,0,0,1,1,1,1,1,5,1,0,8,8,6,1,0,0,1,1,0,12,4,0,0,2,1,0,0
2470,17,0,0,0,0,0,1,3,0,9,1,0,9,3,7,1,0,1,3,1,0,8,4,0,0,0,2,0,0
2471,24,0,0,0,0,0,7,1,0,7,1,0,20,8,9,0,0,0,4,1,0,16,11,0,0,1,4,0,2
2472,21,0,0,0,1,1,2,3,0,6,3,0,14,8,9,1,0,0,4,1,1,14,7,0,0,1,3,0,2
2473,19,0,0,0,0,0,2,2,0,6,1,0,12,6,7,1,1,1,3,1,0,12,6,0,0,0,3,0,0
2474,13,0,1,1,0,0,3,1,0,9,0,0,6,5,5,0,0,0,3,0,0,6,5,0,0,1,1,0,0
2475,19,0,0,0,2,1,6,1,1,9,1,0,15,9,11,2,0,0,6,1,0,9,11,1,0,3,2,0,6
2476,26,0,0,0,0,2,1,5,1,13,3,0,14,8,16,1,1,0,5,1,0,12,10,0,1,0,3,0,0
2477,20,0,1,0,0,0,6,4,0,9,3,0,14,8,14,1,0,0,6,1,0,10,11,0,0,1,3,0,2
2478,21,0,0,0,0,1,4,2,1,9,1,0,14,8,11,2,0,0,5,1,0,12,8,1,0,1,3,0,2
2479,18,0,0,0,1,2,0,4,0,11,3,0,6,6,10,1,0,0,7,2,1,7,5,0,0,0,2,0,0
2480,16,0,0,0,0,1,1,3,1,8,1,0,10,5,10,1,0,0,3,1,0,7,6,0,0,1,2,0,4
2481,19,0,0,0,1,0,3,3,1,12,1,0,8,8,11,0,0,0,4,2,0,10,6,0,0,2,1,0,0
2482,15,0,0,0,1,0,3,1,0,5,1,0,8,8,5,0,0,0,2,1,0,10,5,0,0,1,2,0,2
2483,20,0,0,0,0,1,2,2,0,8,2,0,11,6,7,1,0,0,3,1,0,11,6,0,0,1,2,0,0
2484,12,0,0,0,0,0,2,4,0,4,3,0,9,3,10,1,0,0,4,0,0,6,6,0,0,0,2,0,0
2485,17,0,0,0,0,2,1,2,0,9,1,1,6,6,7,0,0,0,6,2,0,6,6,0,0,0,2,0,0
2486,22,0,0,0,0,1,1,3,1,7,2,0,11,11,10,1,0,0,3,2,0,14,7,0,0,1,3,0,2
2487,30,0,0,0,0,1,3,5,0,10,4,0,15,14,14,2,0,0,6,2,0,16,12,0,0,0,5,0,2
2488,20,0,0,0,0,0,2,3,0,9,2,0,11,5,8,0,0,0,4,2,0,10,6,0,0,2,1,0,0
2489,20,2,0,0,0,0,1,2,0,6,1,0,15,6,5,1,0,0,4,1,0,12,7,1,0,1,3,0,3
2490,13,0,0,0,1,1,1,5,0,7,4,0,8,3,12,1,0,0,5,2,0,6,5,0,0,1,1,0,0
2491,22,0,0,0,0,0,5,4,0,10,3,0,16,5,13,0,0,0,4,4,0,14,6,0,0,2,2,0,2
2492,22,0,0,0,2,1,4,3,0,12,1,0,11,11,11,1,0,0,4,1,0,13,9,0,0,2,2,0,0
2493,22,0,0,0,0,0,2,8,0,11,4,0,14,6,18,0,0,0,4,0,0,8,10,0,0,2,2,0,4
2494,22,0,0,0,1,2,4,3,0,12,1,0,12,10,12,3,0,0,5,1,0,11,10,0,0,1,3,0,2
2495,24,0,0,0,1,1,2,4,0,8,4,0,17,6,11,2,0,0,5,1,1,14,8,0,0,0,4,0,2
2496,24,0,0,0,0,0,6,2,1,9,0,0,17,11,12,2,0,1,3,1,0,17,10,0,0,1,4,0,2
2497,17,3,0,0,1,1,1,3,0,9,3,0,10,6,8,1,0,0,7,1,2,9,6,0,0,1,2,0,2
2498,24,1,0,0,0,1,2,5,0,13,2,0,13,8,13,3,0,1,6,2,0,9,10,0,0,1,3,0,4
2499,15,0,0,0,2,2,1,3,1,12,2,1,5,5,11,1,0,0,5,2,0,5,5,0,0,2,0,0,0
2500,19,0,0,0,0,2,3,1,0,9,1,0,9,8,7,3,0,0,5,1,0,9,8,0,0,1,2,0,0
2501,21,0,0,0,0,1,1,4,0,15,2,0,8,3,10,1,0,0,7,2,0,5,5,1,0,1,1,0,0
2502,17,0,0,0,0,0,1,3,0,4,2,0,11,6,8,0,1,0,3,2,0,11,5,0,0,0,3,0,2
2503,15,0,0,0,0,0,2,1,1,4,0,0,9,8,6,0,0,0,0,0,0,13,4,0,0,1,2,0,0
2504,20,0,0,0,0,1,1,1,3,4,1,0,17,8,10,1,0,0,1,0,0,14,9,0,0,3,2,0,4
2505,22,0,0,0,1,2,4,3,0,7,3,0,16,9,12,3,0,0,4,1,1,18,7,0,0,0,3,1,0
2506,19,0,1,0,0,2,2,2,1,10,2,0,9,8,10,3,0,0,4,2,0,11,6,0,0,1,2,0,0
2507,14,0,0,0,0,1,2,1,2,5,1,0,8,8,9,1,0,0,1,1,0,12,4,0,0,2,1,0,0
2508,19,0,1,0,0,0,5,1,0,6,1,0,14,8,7,1,0,1,2,0,0,13,8,0,0,1,3,0,2
2509,21,0,0,0,0,1,4,1,0,2,2,0,19,8,7,1,0,0,1,0,0,16,9,0,0,2,2,1,4
2510,16,0,0,0,0,1,2,1,0,5,1,0,8,8,5,2,0,0,3,1,0,9,6,0,0,1,2,0,2
2511,13,0,0,1,0,1,1,1,0,6,1,0,6,5,4,1,0,0,3,1,0,7,4,0,0,1,1,0,0
2512,19,0,0,0,0,1,2,0,3,3,0,0,16,10,9,1,0,0,1,0,0,14,9,0,0,1,4,0,6
2513,27,0,0,0,0,0,7,1,1,5,1,0,24,11,11,0,0,0,1,1,0,24,10,0,0,0,6,0,2
2514,22,0,0,0,0,0,2,2,1,4,1,0,18,8,8,0,0,0,2,1,0,14,9,0,0,1,4,0,6
2515,19,0,0,0,0,0,1,2,2,4,1,0,16,6,9,1,0,0,2,0,0,12,8,0,0,0,4,0,4
2516,13,0,0,0,0,0,2,3,0,6,1,0,9,3,8,0,0,0,3,1,0,8,4,0,0,0,2,0,0
2517,16,0,1,0,1,0,3,1,1,4,2,0,10,10,7,0,0,0,3,0,0,10,9,0,0,3,1,0,2
2518,16,3,1,0,0,1,2,4,0,14,2,0,6,6,11,1,0,0,7,2,1,7,5,0,0,0,2,0,0
2519,23,0,0,0,0,2,1,2,1,11,2,0,12,6,9,3,0,1,4,3,0,13,5,0,0,0,3,0,0
2520,16,3,0,0,0,1,2,1,2,11,1,0,8,7,9,1,0,0,5,1,1,9,6,0,0,3,0,0,0
2521,11,0,0,0,0,1,0,3,0,9,0,0,3,3,7,4,0,1,5,2,0,3,3,0,0,0,1,0,0
2522,11,0,0,0,2,2,0,3,0,11,2,0,3,2,9,2,1,0,4,3,0,4,1,0,0,1,0,0,0
2523,21,0,0,0,0,2,4,3,0,11,2,0,12,8,12,2,0,0,3,2,0,13,7,0,0,1,2,0,0
2524,16,0,0,0,1,4,0,0,1,5,0,3,12,4,6,2,0,0,4,0,0,8,6,1,0,1,2,0,2
2525,12,0,0,0,0,1,0,2,0,6,1,0,6,3,5,3,0,1,3,2,0,6,3,0,0,0,1,0,0
2526,10,0,2,0,1,1,0,1,0,8,1,0,3,3,3,1,0,0,4,1,0,3,3,0,0,0,1,0,0
2527,26,0,0,0,0,0,2,6,1,12,2,0,18,6,16,0,0,0,6,1,0,13,11,0,0,0,4,0,0
2528,19,0,0,0,1,1,2,3,0,8,3,0,14,3,9,1,0,0,4,1,1,12,5,0,0,1,2,0,0
2529,16,0,0,0,2,1,4,3,0,8,3,0,9,8,11,2,0,0,5,1,0,9,8,0,0,1,2,0,0
2530,24,0,0,0,0,1,0,3,1,10,2,0,15,5,9,1,0,0,4,3,0,14,5,1,0,1,2,0,0
2531,20,1,0,0,1,0,0,3,0,8,3,0,9,7,7,0,1,0,6,2,0,7,8,0,0,1,2,0,2
2532,19,0,0,0,0,2,3,1,0,9,1,1,8,8,7,1,0,1,5,1,0,7,8,0,0,1,2,0,2
2533,17,0,0,0,1,0,6,2,0,5,2,0,17,5,10,1,0,1,4,1,0,12,9,0,0,1,3,0,2
2534,11,0,0,0,0,0,3,0,0,1,0,0,10,5,3,0,0,1,1,0,0,8,5,0,0,1,2,0,4
2535,23,0,0,0,0,1,1,4,1,13,2,0,11,6,12,1,0,0,4,1,0,9,7,0,0,0,3,0,2
2536,22,0,1,0,0,1,2,1,2,9,1,0,17,5,9,2,0,1,3,1,0,14,8,0,0,2,2,0,0
2537,24,1,0,0,0,1,4,4,0,11,3,0,15,8,13,3,0,1,5,1,0,12,10,0,0,0,4,0,2
2538,17,0,0,0,1,0,1,4,0,4,4,0,11,6,10,0,1,0,5,1,0,9,6,1,0,0,3,0,2
2539,16,0,0,0,0,0,0,6,0,14,2,0,3,3,14,0,2,0,5,2,0,3,3,0,0,0,1,0,0
2540,15,0,0,0,0,0,2,4,0,8,3,0,6,5,10,1,0,0,5,2,0,5,5,0,0,0,2,0,2
2541,25,1,0,0,0,0,3,4,0,11,1,0,18,6,11,2,0,1,5,1,0,14,10,0,0,0,4,0,0
2542,18,0,0,0,0,0,3,2,1,4,2,0,16,5,9,1,0,0,4,0,0,10,8,1,0,2,2,0,3
2543,15,0,1,0,1,1,2,3,0,9,3,0,9,3,9,1,0,1,6,2,1,8,4,0,0,0,2,0,0
2544,21,0,0,0,0,2,1,3,0,14,2,0,9,3,9,1,0,0,5,3,0,8,4,0,0,0,2,0,0
2545,23,0,0,0,1,1,3,4,1,9,4,0,15,8,14,1,0,0,7,1,1,13,10,0,0,1,3,0,0
2546,13,0,1,0,1,1,0,4,0,6,3,0,6,6,10,1,1,0,5,1,1,8,4,0,0,0,2,0,0
2547,20,0,0,0,0,0,2,3,0,8,2,0,12,5,8,0,0,0,4,1,0,9,7,0,0,0,3,0,2
2548,18,0,0,0,0,1,4,1,0,8,1,0,9,8,7,1,0,0,3,2,0,12,5,0,0,1,2,0,0
2549,11,0,0,0,1,1,1,2,0,5,1,0,6,5,6,2,0,0,3,1,0,7,4,0,0,1,1,0,0
2550,16,0,0,0,0,1,2,2,0,4,2,0,11,6,7,1,0,0,2,2,0,13,4,0,0,1,2,0,0
2551,20,0,0,0,1,3,0,4,1,11,4,0,13,3,13,2,0,0,4,3,1,13,3,0,0,2,1,0,0
2552,24,0,0,0,0,0,4,3,0,8,3,0,17,6,10,1,0,1,5,2,0,14,9,0,0,1,3,0,0
2553,19,0,0,0,3,0,3,3,0,7,3,0,14,7,9,0,0,0,3,1,1,14,6,0,0,2,2,0,2
2554,8,0,0,0,1,2,0,2,0,5,2,0,3,3,6,4,0,0,4,0,1,4,2,0,0,0,1,0,0
2555,19,0,0,0,1,0,4,1,0,10,1,0,8,8,6,0,0,0,4,1,0,9,7,0,0,2,1,0,0
2556,5,0,0,0,0,0,0,3,0,6,2,0,0,0,7,0,1,0,5,1,1,0,0,0,0,0,0,0,0
2557,10,0,0,0,0,1,4,0,2,5,0,0,7,7,9,0,0,0,2,1,0,7,5,0,0,2,1,0,4
2558,12,0,1,0,1,1,1,2,0,7,1,0,6,5,6,1,0,0,3,1,0,7,4,0,0,1,1,0,0
2559,20,1,0,0,0,1,5,3,0,13,2,0,9,8,12,1,0,0,6,3,1,12,5,0,0,1,2,0,0
2560,16,0,0,0,1,1,3,3,1,6,3,0,15,3,12,1,0,0,3,1,1,14,4,0,0,0,3,0,0
2561,22,0,0,0,2,1,3,1,3,9,1,0,15,11,12,1,0,0,2,1,0,16,9,0,0,3,2,0,2
2562,18,0,0,0,0,1,4,1,0,6,0,0,14,7,7,3,0,1,1,0,0,12,7,0,0,1,3,0,4
2563,20,0,0,0,0,1,1,4,0,9,2,0,11,6,10,1,0,0,4,1,0,10,7,0,0,1,2,0,0
2564,20,0,0,0,2,1,2,3,1,11,2,0,12,7,11,1,0,0,3,1,0,9,8,0,0,3,1,0,4
2565,10,0,1,0,0,1,3,1,0,5,1,0,6,5,6,1,0,0,3,1,0,7,4,0,0,1,1,0,0
2566,18,0,0,0,0,2,1,1,0,7,1,0,11,5,5,3,0,1,1,1,0,11,4,0,0,1,2,0,2
2567,16,0,0,0,0,1,1,3,0,7,2,0,10,4,9,1,1,0,3,2,0,8,5,0,0,2,1,0,3
2568,18,0,0,0,1,1,1,2,0,10,1,1,8,4,6,2,0,0,4,0,0,6,6,0,0,0,2,0,0
2569,12,0,0,0,1,1,2,1,2,5,1,0,8,7,9,1,0,0,2,1,0,10,5,0,0,3,0,0,0
2570,21,0,0,0,0,0,2,5,0,11,4,0,10,5,12,1,0,0,7,2,0,5,9,0,0,2,1,0,2
2571,14,0,0,0,0,2,0,1,0,5,1,0,9,3,4,2,0,0,1,1,0,10,2,0,0,0,2,0,0
2572,22,0,0,0,1,1,2,2,1,8,2,0,14,8,9,1,0,0,3,1,0,13,8,0,0,1,3,0,2
2573,11,4,0,0,0,0,2,2,2,10,1,0,12,0,10,0,0,0,5,1,2,10,2,0,0,0,2,0,0
2574,15,0,0,0,1,0,1,1,0,3,1,0,11,5,3,0,0,0,1,1,0,12,4,0,0,2,1,0,0
2575,21,0,0,0,0,0,2,4,0,9,2,0,12,6,10,0,0,0,4,2,0,12,6,0,0,0,3,0,0
2576,20,1,0,0,0,2,1,3,0,10,2,0,11,6,9,2,0,0,4,2,0,11,6,0,0,1,2,0,0
2577,17,0,0,0,1,0,3,2,1,4,2,0,14,7,9,0,0,0,4,1,0,10,9,0,0,1,3,0,4
2578,16,0,0,0,0,0,0,3,0,8,1,0,8,3,7,0,1,0,3,1,0,8,2,1,0,1,1,0,0
2579,15,0,0,0,0,1,0,2,0,8,0,0,8,3,5,2,0,1,3,0,0,6,5,0,0,1,1,0,0
2580,15,0,0,0,1,1,5,3,1,10,3,0,8,7,14,1,0,0,7,1,0,4,10,0,0,2,1,0,2
2581,9,0,0,0,0,0,1,6,0,7,4,0,5,0,13,0,0,0,6,3,0,2,3,0,0,1,0,0,0
2582,15,0,0,0,0,2,2,0,0,4,0,0,9,8,4,3,0,0,0,0,0,13,4,0,0,1,2,0,0
2583,10,1,0,1,1,2,3,1,0,8,1,0,6,5,7,4,0,0,4,1,0,6,5,0,0,1,1,0,0
2584,16,0,0,0,1,1,3,2,1,7,2,0,9,8,10,0,0,0,4,1,1,12,5,0,0,1,2,0,0
2585,21,0,0,0,1,2,2,3,3,9,3,0,17,6,16,1,0,0,4,2,1,16,6,0,0,0,4,0,2
2586,19,0,0,0,1,1,1,4,1,8,3,0,12,6,12,0,0,0,5,2,1,13,5,0,0,0,3,0,0
2587,9,0,0,0,0,0,0,2,1,4,1,0,6,2,7,0,1,0,3,1,0,4,4,0,0,1,0,0,0
2588,10,0,0,0,1,1,0,1,2,3,1,0,11,2,7,1,0,0,1,1,0,8,4,0,0,1,1,0,2
2589,18,0,0,0,1,1,3,3,0,8,3,0,15,2,10,1,0,0,6,1,1,10,7,0,0,1,2,0,0
2590,22,0,0,0,0,0,2,3,1,6,2,0,15,8,10,0,0,0,4,1,0,13,9,0,0,0,4,0,2
2591,19,0,0,0,1,1,2,4,1,7,4,0,12,8,13,1,0,0,5,1,1,10,8,0,0,2,2,0,4
2592,18,0,0,0,1,1,4,1,0,5,1,0,14,8,7,2,0,0,3,1,0,13,8,0,0,1,3,0,2
2593,22,0,0,0,0,0,5,4,0,7,4,0,18,5,13,0,0,0,4,2,0,15,8,0,0,1,3,0,0
2594,18,1,0,0,0,1,4,0,0,5,0,0,14,8,5,3,0,0,3,0,0,12,9,0,0,1,3,0,2
2595,16,0,0,0,1,0,3,0,2,3,0,0,14,8,7,0,0,0,0,0,0,16,6,0,0,2,2,0,0
2596,13,0,1,0,1,0,3,2,0,8,2,0,6,5,8,0,1,0,4,1,0,6,5,0,0,1,1,0,0
2597,14,0,0,0,1,1,2,2,0,9,2,0,5,5,7,0,0,0,5,2,0,4,5,0,0,1,1,0,2
2598,14,0,0,0,1,1,3,2,2,7,2,0,10,6,12,2,0,0,3,1,0,9,6,0,0,1,2,0,2
2599,17,0,0,0,0,0,3,5,0,12,3,0,6,5,13,1,0,0,7,3,0,5,6,0,0,1,1,0,0
2600,19,3,0,0,1,1,1,3,0,11,3,0,10,6,8,0,0,0,8,2,2,9,6,0,0,1,2,0,2
2601,12,0,0,0,1,0,4,2,0,8,0,1,6,5,8,1,0,0,2,0,0,7,4,0,0,1,1,0,0
2602,11,0,0,1,1,1,0,3,1,7,2,0,5,5,9,1,0,0,4,2,0,6,4,0,0,2,0,0,0
2603,12,0,0,0,0,0,1,0,2,2,0,0,8,7,5,0,0,0,1,0,0,9,5,0,0,2,1,0,2
2604,14,0,0,0,1,0,2,2,0,5,0,0,8,8,6,0,0,0,0,0,0,11,4,0,0,1,2,0,2
2605,14,0,0,0,1,0,4,1,1,3,1,0,13,7,8,0,0,0,2,0,0,10,8,0,0,2,2,0,4
2606,16,0,0,1,1,1,3,3,0,7,3,0,12,5,10,2,0,0,5,1,1,11,6,0,0,1,2,0,0
2607,22,0,0,0,0,2,3,1,1,7,1,1,18,6,9,4,0,1,8,0,0,6,12,2,0,2,3,0,7
2608,22,0,0,0,0,0,2,5,0,10,1,0,15,6,12,1,0,1,5,0,0,9,11,0,0,2,2,0,2
2609,16,0,0,0,0,2,2,2,1,6,2,0,15,2,10,2,0,0,2,2,0,13,4,0,0,1,2,0,0
2610,14,0,2,0,0,1,0,3,0,7,2,0,8,4,8,1,1,0,5,2,0,7,5,0,0,0,2,0,0
2611,12,0,0,0,1,0,2,2,0,6,1,0,6,5,7,0,1,0,4,1,0,5,5,0,0,0,2,0,2
2612,19,1,0,0,0,0,2,2,2,5,2,0,19,3,10,0,0,0,3,1,0,14,6,1,0,2,2,0,1
2613,17,0,2,0,1,0,2,3,1,8,3,0,14,3,10,0,0,0,7,1,1,9,8,0,0,1,2,0,0
2614,21,0,0,0,0,1,0,5,1,11,3,0,8,8,13,1,0,0,4,4,0,11,4,0,0,1,2,0,2
2615,17,0,0,0,1,1,2,4,2,5,4,0,13,8,15,1,0,0,6,0,1,9,10,0,0,1,3,0,4
2616,15,0,0,0,1,1,0,1,1,8,1,0,8,3,5,1,0,0,2,1,0,8,3,0,0,1,1,0,0
2617,15,0,0,0,0,0,1,1,0,1,1,0,11,6,3,1,0,0,1,0,0,11,5,0,0,0,3,0,2
2618,18,0,0,0,0,1,2,3,1,10,2,0,8,7,11,1,0,0,4,2,0,7,6,0,0,1,2,0,4
2619,13,0,0,0,0,0,5,2,0,5,1,0,10,6,9,1,0,0,3,1,0,9,6,0,0,1,2,0,2
2620,20,0,0,0,0,0,5,0,1,5,0,0,18,7,7,1,0,1,3,1,0,12,10,0,0,2,3,0,6
2621,21,0,0,0,1,0,6,0,0,9,0,0,14,8,6,1,0,1,3,1,1,16,6,0,0,2,2,0,0
